Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"Population, female",SP.POP.TOTL.FE.IN,958824,990539,1022504,1054591,1086630,1118427,1149797,1180616,1210708,1239253,1265253,1290907,1318243,1346741,1376228,1406530,1450688,1510495,1573237,1611340,1624735,1638723,1652566,1666610,1683555,1702913,1721727,1740089,1754812,1799212,1853430,1884305,1863267,1803952,1759430,1730597,1715653,1698721,1684577,1674586,1715426,1718087,1713341,1704865,1696262,1687234,1677850,1668302,1660037,1653106,1646388,1639176,1636100,1633875,1628353,1622381,1614828,1607072,1599966,1594385,1592424,1591948,1594364,1603490
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,9627,9891,10209,10544,10899,11260,11620,11980,12348,12722,13039,13281,13503,13714,13924,14174,14449,14713,14968,15226,15612,16178,16811,17462,18130,18813,19508,20218,20950,21692,22396,23030,23629,24207,24767,25313,25845,26363,26866,27349,27687,27826,27866,27849,27800,27727,27631,27523,27409,27297,27171,27009,26805,26566,26303,26017,25713,25406,25098,24788,24591,24337,23912,23520
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,29047,29502,29894,30290,30766,31319,31868,32427,33010,33609,34011,34119,34077,33958,33830,33737,33714,33774,33875,34005,34131,34217,34291,34376,34268,33952,33628,33297,32967,32642,32345,32421,33011,33781,34591,35451,36355,37258,38099,38869,39606,40260,40774,41200,41614,42058,42553,43101,43704,44334,44909,45416,45881,46287,46641,46966,47248,47499,47726,47940,48179,48430,48670,48908
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,5083846,5187217,5320851,5428796,5538919,5650569,5783560,5859593,5965649,6093060,6216526,6433600,6555758,6659196,6833288,6923356,7000049,7086508,7176249,7260346,7354585,7472967,7602819,7706244,7798953,7902274,8016867,8142502,8280609,8424576,8553216,8667465,8769924,8852484,8941368,9044655,9159837,9265306,9363566,9471180,9583950,9709404,9819455,9931483,10036451,10156915,10291010,10473808,10677043,10893099,11063352,11220344,11420151,11623473,11807380,11989061,12185876,12390298,12575335,12762303,12922405,12940520,13106508,13432181
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,3764891,3783504,3804071,3825240,3847021,3867102,3888149,3911057,3927517,3938518,3949122,3963018,3981424,3998551,4004843,3998098,3992645,3993267,3989655,3983149,3981998,3988186,3987477,3978767,3975523,3973607,3971398,3968978,3969261,3980555,4002436,4033690,4070958,4098685,4110155,4114223,4118529,4121944,4124768,4130289,4136954,4148251,4163642,4180456,4203427,4228409,4246626,4259438,4272022,4281935,4291038,4303321,4319277,4340495,4368617,4406308,4444184,4472069,4492681,4511901,4530017,4549341,4592386,4637070
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,2051760,2127494,2187912,2249836,2322401,2389705,2456177,2517806,2575781,2632965,2687056,2742285,2796278,2847107,2896691,2943464,2992079,3046544,3105173,3156473,3198877,3245130,3292376,3340683,3396791,3455353,3513594,3575263,3628241,3677236,3725370,3772125,3827472,3884462,3945945,4010503,4068821,4125526,4182975,4226501,4255061,4280760,4305379,4330999,4361277,4397250,4436760,4478388,4564644,4652844,4701897,4756745,4813149,4868452,4922666,4975274,5020488,5055686,5087628,5123706,5156200,5176589,5175175,5178464
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,1427970,1463122,1499161,1529752,1572291,1615096,1653334,1694333,1733795,1770564,1808211,1851317,1852910,1852379,1898109,1944124,1986677,2036657,2094494,2145600,2235191,2325904,2383244,2446484,2505186,2558760,2606297,2665468,2725043,2779079,2836917,2895539,2972997,2883393,2902820,3079085,3081768,3082085,3141025,3216336,3283391,3366411,3461939,3571594,3705212,3843265,3982046,4129757,4301154,4521623,4735411,4905577,5081452,5264965,5444623,5568228,5663968,5797317,5973387,6171156,6352087,6526617,6704830,6889475
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,4670041,4688463,4708343,4743439,4788410,4832026,4864806,4892034,4911621,4926130,4931415,4940964,4961408,4978148,4994687,5009831,5019515,5026504,5031841,5036724,5042742,5043272,5042317,5041972,5042070,5043942,5045520,5049220,5064917,5082566,5097009,5114751,5133653,5152513,5168083,5180063,5191356,5204048,5214851,5226579,5239284,5256453,5278172,5299049,5321822,5350962,5385326,5423102,5463702,5503286,5547894,5617084,5650217,5675983,5700102,5727501,5752119,5773392,5797464,5825838,5847609,5873102,5923682,5977124
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,1324982,1345546,1367881,1391581,1416729,1443331,1471068,1499848,1529935,1561427,1594377,1628706,1664530,1701944,1740952,1781810,1824743,1869897,1917165,1967004,2020095,2076382,2135342,2196414,2259804,2325825,2394505,2465960,2540228,2617174,2696784,2779049,2863888,2990437,3101195,3165002,3245912,3339811,3441077,3546091,3653787,3763956,3876903,3993540,4114144,4246993,4379553,4506753,4640959,4778532,4919608,5064646,5213397,5365440,5522460,5684296,5849451,6017172,6185787,6354457,6523643,6692742,6863042,7036429
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,2347781,2388535,2430345,2473411,2518147,2564900,2613276,2663294,2715156,2768216,2822638,2877767,2933820,2992322,3054492,3120962,3192020,3269469,3353313,3442283,3536319,3634279,3735808,3842110,3952965,4067195,4182759,4298739,4415853,4534582,4655542,4776437,4897987,5022958,5152206,5286499,5424397,5566597,5719759,5883966,6055489,6235370,6422474,6617010,6819499,7029076,7245333,7464998,7686863,7914483,8149230,8392832,8647137,8907654,9173374,9445123,9720816,9997287,10267366,10528619,10785623,11041607,11297679,11557013
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,24878240,25598804,26362885,27151732,27964907,28801088,29657617,30551511,31472067,32385386,33225897,33947031,34750171,35753988,36776225,37762351,38756724,39758252,40766279,41786802,42826188,43957975,45189089,46424537,47644190,48847560,50025293,51175860,52294637,53396565,54491175,55554457,56627781,57723368,58836294,59975549,61123899,62313586,63548936,64815861,66067192,67278611,68468235,69625317,70743192,71813210,72831947,73805299,74736651,75629878,76487607,77354265,78243628,79124505,79993271,80855124,81720325,82462276,83091995,83750865,84419144,85086513,85985502,87109279
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,3939014,3976205,4010589,4042651,4075166,4102985,4127970,4154173,4184183,4217013,4245223,4269363,4290340,4313835,4343883,4365969,4386221,4410797,4418034,4426280,4446408,4463710,4479472,4493898,4508111,4515961,4523067,4534076,4543249,4495116,4420477,4382417,4341549,4312680,4302902,4288873,4271365,4249354,4225312,4205612,4188059,4108648,4022127,3991027,3961981,3933247,3904283,3876005,3848795,3823787,3798253,3773377,3750798,3730010,3710395,3688361,3664227,3639748,3615981,3593080,3574351,3547246,3427234,3326573
Bahrain,BHR,"Population, female",SP.POP.TOTL.FE.IN,77347,80654,84056,87561,91171,94733,98203,101688,102987,101841,100311,100722,104052,108352,112910,117721,122742,127929,133245,138648,144097,149471,154850,160489,166490,172873,179619,186677,193967,201407,208888,204476,210143,215870,221775,227861,234133,240585,247202,253982,260942,269157,285565,303394,323411,345796,370752,398513,420646,446789,464903,450440,450966,469893,501714,523035,533830,554706,558295,556667,554866,571651,579797,598073
"Bahamas, The",BHS,"Population, female",SP.POP.TOTL.FE.IN,59526,62141,64937,67867,70837,73915,77222,80743,84460,88223,91542,94341,96894,99275,101573,103853,106146,108440,110708,112923,115127,117276,119371,121520,123722,126012,128360,130707,133119,135653,138191,140733,143492,146360,149115,151773,154370,156881,159308,161626,163954,166159,168237,170475,172824,175138,177690,180554,183318,186036,188778,191289,193481,195523,197496,199318,200976,202502,203929,205180,205987,206455,207295,208531
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,1729855,1767628,1796926,1822670,1847187,1870907,1894092,1916575,1937934,1957994,1976985,1994612,2010836,2026544,2042432,2058650,2074832,2090527,2105713,2120706,2136154,2152203,2169542,2187997,2206149,2223227,2238641,2252234,2263849,2273207,2280043,2284277,2179584,2028828,1948712,1947058,2027684,2099408,2135066,2155462,2169976,2179564,2183717,2178854,2160022,2137876,2121527,2096898,2064139,2030314,1996037,1960912,1924626,1894411,1870555,1846373,1822354,1798537,1776605,1755046,1730652,1701558,1680628,1670406
Belarus,BLR,"Population, female",SP.POP.TOTL.FE.IN,4529311,4555861,4587148,4621177,4657004,4693046,4729741,4767982,4806485,4843872,4879711,4915123,4949402,4980849,5008249,5030464,5050315,5075034,5105812,5133580,5160641,5192628,5224294,5256848,5289433,5321529,5354821,5387621,5396631,5405163,5411107,5410497,5417420,5424491,5429670,5423510,5402294,5376448,5349815,5327231,5305824,5281537,5251762,5219844,5188807,5158397,5131704,5111547,5096090,5084640,5074444,5064259,5057231,5054425,5055280,5059103,5060389,5052859,5040188,5028345,5007632,4967859,4928161,4900868
Belize,BLZ,"Population, female",SP.POP.TOTL.FE.IN,46116,47210,48345,49614,51006,52482,54042,55671,57335,58935,60213,61180,62044,62850,63640,64669,65961,67285,68623,70027,71648,73456,75299,77145,78996,80851,82714,84591,86501,88448,90413,92348,94280,96235,98323,100834,103894,107434,111275,115196,119052,122888,126814,130825,134912,139072,143291,147546,151818,156086,159881,163227,166617,170066,173569,177130,181032,184992,188461,191404,194048,196444,199820,203619
Bermuda,BMU,"Population, female",SP.POP.TOTL.FE.IN,20623,21054,21552,22049,22536,23011,23491,23913,24287,24663,25026,25276,25398,25492,25569,25625,25749,25945,26140,26316,26469,26654,26875,27099,27321,27537,27736,27953,28199,28440,28675,28912,29151,29379,29593,29787,29958,30157,30389,30630,30856,31039,31195,31336,31447,31552,31642,31741,31867,31962,32037,32081,32076,32054,32017,31966,31964,32083,32288,32503,32711,32916,33016,33018
Bolivia,BOL,"Population, female",SP.POP.TOTL.FE.IN,1878990,1917591,1957294,1998255,2040526,2084133,2129198,2175847,2224095,2273705,2324492,2376499,2429506,2483693,2539322,2596257,2655051,2715599,2777175,2839494,2902388,2965813,3029567,3093810,3159030,3224985,3291877,3360463,3430908,3502899,3575981,3649873,3723734,3793879,3860543,3926912,3993148,4058976,4124609,4190916,4257604,4324873,4396256,4472097,4549595,4628556,4709715,4792563,4875789,4959233,5043024,5127114,5211368,5295667,5379801,5463769,5547565,5631129,5714436,5797447,5876234,5947416,6023404,6108428
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,36100035,37220571,38362620,39524520,40699671,41877789,43052818,44220630,45382763,46549670,47729157,48925361,50143237,51383911,52641174,53917926,55225306,56565645,57937050,59335352,60756685,62191727,63628338,65068014,66508494,67943284,69360681,70752701,72122824,73473665,74810590,76122420,77423630,78712903,79979703,81247242,82513940,83776989,85060291,86337015,87563456,88745464,89889310,90993146,92064387,93116142,94144059,95139801,96094560,96998667,97857569,98697665,99542839,100393208,101245560,102088078,102908376,103701726,104452738,105174727,105816369,106313829,106757480,107227668
Barbados,BRB,"Population, female",SP.POP.TOTL.FE.IN,120470,121349,122157,123100,124081,125099,126186,127042,127583,127854,127651,127383,127487,127692,127805,127896,127929,127926,127802,127580,127781,128384,129023,129705,130412,131111,131763,132349,132841,133258,133578,133969,134485,134940,135323,135624,135847,136002,136112,136229,135978,136169,137166,138116,139016,139868,140675,141467,142315,143159,143764,144164,144518,144841,145144,145424,145691,145940,146174,146388,146596,146790,146907,146972
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,41322,43035,44752,46572,48521,50525,52579,54678,56810,58966,60357,61321,63127,65441,67788,70171,72582,75043,77537,80052,82618,85243,88133,91331,94692,98220,101897,105462,108841,112222,115630,119145,122698,126194,129680,133156,136617,140072,143515,146948,150376,153763,157076,160290,163381,166348,169198,172550,176496,180528,184675,188458,191362,193793,196180,198528,200827,203062,205214,207287,209300,211320,213203,215060
Bhutan,BTN,"Population, female",SP.POP.TOTL.FE.IN,108190,111260,114541,118028,121664,125480,129487,133686,138084,142690,147492,152475,157643,163006,168565,174332,180319,186531,192970,199600,206390,213327,220398,227646,235076,242658,250421,258346,266393,274555,282380,287796,277603,266857,267087,264252,264922,269983,275406,280738,285382,289810,294046,298091,301978,305820,309663,313430,317089,320668,324214,327777,331392,335034,338601,341949,345126,348237,351188,353962,356798,359754,362724,365702
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,267947,274314,280886,287706,294790,300229,303897,307543,311197,314903,318712,324983,335607,349470,364705,380868,398474,417429,439941,463775,481256,497587,516892,535620,554761,574380,594259,614075,632572,650259,668581,687535,707225,727217,747107,766533,785058,802812,820227,837545,854973,872152,888071,903145,918450,934427,951287,969100,987958,1007858,1028731,1048841,1065697,1080254,1094499,1108731,1123188,1138004,1153188,1168812,1185077,1202318,1221897,1243275
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,860519,876548,893217,910586,928727,947733,967697,988713,1010865,1033887,1056701,1078491,1099476,1120430,1141938,1164087,1180450,1190808,1201440,1212421,1223822,1235770,1248264,1261282,1274911,1289120,1303839,1319372,1340321,1375084,1419604,1465809,1514190,1564276,1614974,1660846,1705689,1754343,1803604,1854467,1906825,1950353,1994131,2042789,2087676,2135624,2179995,2222591,2270625,2278515,2284121,2320938,2343860,2360261,2354700,2361353,2404318,2446985,2492227,2532900,2581797,2628853,2641776,2684793
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,8848220,9037912,9220526,9406794,9597655,9783692,9976323,10163518,10334801,10484066,10630940,10941768,11072549,11217990,11383864,11560804,11725894,11877269,12009530,12140390,12306806,12467722,12625403,12759834,12889906,13015632,13149360,13325840,13504466,13755869,13967885,14143139,14318211,14484401,14648495,14805153,14961771,15108952,15234832,15358924,15497675,15660029,15826407,15967799,16116023,16267070,16431516,16592802,16774720,16968086,17157520,17322863,17505132,17683759,17858518,17994677,18198458,18412189,18668093,18933946,19135365,19240905,19598191,20185580
Central Europe and the Baltics,CEB,"Population, female",SP.POP.TOTL.FE.IN,47286390,47680919,48048313,48446527,48870318,49215721,49552108,49994435,50414485,50778024,51047963,51305889,51674473,52060606,52482750,52953787,53428271,53858299,54216954,54529801,54829274,55128523,55433046,55722057,56001849,56266977,56526458,56775952,56989879,57068846,57060414,56944068,56789914,56785394,56804945,56754295,56659291,56581971,56518776,56460964,56174303,55790815,55442670,55270640,55117653,54964722,54823806,54618238,54418545,54349542,54127061,53906569,53740455,53600317,53462523,53312982,53150987,52991409,52851320,52737831,52597060,51882118,51699586,51635336
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,2746639,2799341,2867418,2925635,2971496,3003743,3033139,3068709,3105502,3138952,3161282,3178136,3202940,3228522,3248140,3248934,3232725,3223631,3225376,3232578,3245410,3262286,3279973,3293159,3304157,3317659,3334078,3354304,3378091,3403794,3436100,3478345,3517390,3549179,3577458,3601892,3618484,3627370,3637956,3654232,3673916,3697240,3724029,3749643,3773473,3795494,3816917,3846725,3889535,3933824,3971699,4012563,4051493,4094044,4140660,4184723,4225870,4261877,4292491,4322164,4352266,4383967,4419358,4474165
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,57044,57549,58153,58824,59522,60199,60852,61513,62164,62800,63417,64050,64687,65287,65854,66354,66717,66957,67165,67367,67577,67933,68460,69028,69647,70285,70938,71639,72374,73143,73957,74570,74860,75030,75149,75215,75368,75646,75953,76235,76469,76769,77164,77566,77963,78362,78769,79189,79613,80044,80492,80944,81403,81851,82279,82618,82837,83064,83393,83762,84074,84339,84597,84865
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,4058358,4146092,4234288,4322932,4411333,4498689,4585067,4670545,4755293,4839891,4924261,5008404,5092891,5177686,5262236,5346764,5431557,5516497,5601460,5686394,5772168,5858718,5946090,6035762,6128356,6223813,6321814,6423099,6528236,6636418,6747789,6860925,6972677,7082328,7190222,7296794,7400977,7500935,7599574,7696489,7789941,7881445,7970111,8054909,8137155,8218877,8300005,8381924,8466194,8551894,8638065,8723368,8806863,8890610,8979128,9071160,9181532,9327873,9495562,9648587,9737386,9783967,9835064,9888681
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,326058670,323019123,325892138,334167831,342156294,350538771,360570214,370064789,379929372,390523904,401479690,412660567,422917720,432687020,441745460,449666686,456725398,463044005,469347624,475709203,481762852,488015436,495282890,502513011,509163454,516130781,523817327,532197548,540720813,548926345,556832160,564272852,571054002,577488483,583894568,590125717,596205685,602203186,607874860,613019865,617713943,622066985,626113148,629897770,633528006,637153944,640622204,643867508,647064821,650200886,653271088,656802304,661251570,665670016,669912632,673894521,677886142,682205710,685660839,688332681,690313465,691353011,691718700,691540464
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,1817920,1883348,1953372,2027386,2104820,2185588,2269787,2357570,2449308,2546411,2650760,2763485,2884640,3013407,3149128,3291505,3429656,3564818,3708178,3860086,4021381,4191355,4369136,4553805,4745097,4942549,5145324,5353289,5567727,5792893,6031002,6280790,6541461,6811471,7089006,7374905,7669820,7973458,8282542,8559908,8803797,9045841,9285402,9522033,9758019,9996275,10236879,10480160,10699283,10892543,11086611,11279700,11465698,11645668,11914771,12280056,12657619,13035949,13407917,13779108,14147956,14518035,14903156,15296021
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,2637490,2690457,2746105,2804359,2864459,2926955,2992532,3061784,3135230,3213079,3295233,3381523,3471768,3565814,3663559,3764626,3864372,3963031,4070188,4183563,4319373,4471019,4576893,4670012,4799647,4942728,5091574,5246245,5402832,5561241,5725404,5892767,6062019,6235001,6410435,6586746,6764307,6944038,7128282,7317432,7509682,7706216,7912254,8127753,8350971,8581113,8817256,9065596,9326470,9595431,9871705,10153154,10441265,10737398,11066252,11418440,11764201,12101833,12441447,12792259,13146018,13500426,13860475,14232102
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,7969250,8164625,8368696,8581985,8804445,9040075,9289332,9550513,9821104,10095930,10375313,10650430,10924040,11207997,11499320,11796008,12092784,12390224,12767261,13209323,13615568,14004017,14416653,14866940,15357770,15860990,16354238,16864387,17400225,17947141,18541631,19159460,19809077,20522885,21509417,22415093,22853524,23229820,23878697,24708767,25520404,26339349,27155530,27959297,28791405,29684555,30608557,31542884,32502760,33517939,34598251,35745573,36952970,38225854,39538335,40860164,42326386,43895990,45385211,46842742,48373399,49963807,51598667,53305848
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,533313,547213,561678,576789,592632,609231,626627,644769,663748,683655,704460,726231,749022,772708,797094,819892,840753,861640,882541,903324,924076,944931,965650,985903,1010655,1040528,1071078,1102340,1134171,1166773,1199849,1233702,1268279,1305525,1343956,1381494,1419475,1451254,1485098,1525415,1583978,1643753,1682085,1728775,1787823,1852411,1922142,1992968,2058954,2142329,2232431,2305810,2370910,2429020,2488236,2548921,2611269,2675401,2741378,2808099,2876271,2946115,3017640,3091656
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,7835000,8076710,8325531,8579503,8837613,9099527,9362217,9624494,9886050,10144899,10401478,10652164,10899796,11150447,11402522,11656362,11911877,12177858,12455362,12737740,13032452,13337462,13650754,13976709,14305744,14621530,14931083,15247017,15569800,15901014,16242437,16582601,16926073,17279127,17633803,17983261,18322687,18662190,19007995,19349909,19678819,20000323,20319529,20636110,20947770,21248759,21537865,21818487,22088784,22353272,22613878,22862816,23098848,23324568,23538998,23748377,23988805,24342009,24795335,25243941,25616896,25914903,26204251,26502596
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,100154,101911,103665,105407,107133,108780,110625,113230,116416,119771,123320,127089,131100,135354,139842,144502,149299,154227,159225,164273,169303,174290,179369,184609,190012,195584,201292,207088,212955,218912,224925,230758,235852,240347,244798,249254,253758,258352,263019,267533,272087,277023,282144,287300,292798,298643,304520,310434,316436,322551,328768,335134,341680,348478,355408,362285,369124,376185,383521,390897,398640,406650,414630,422690
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,110841,113264,116358,119633,122994,126450,130017,133706,137526,141484,145444,148660,150861,152775,154803,157304,160142,162870,165566,168277,171025,173532,175817,178132,180410,182702,185048,187417,189812,192443,196022,200227,204260,208150,211901,215462,218839,222100,225247,228272,231260,234193,236925,239424,241730,243900,245991,247999,249862,251550,252820,253364,253445,253389,253237,253059,252919,252851,252850,252896,252892,253761,255331,256640
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,660386,685352,710864,736716,762677,788576,814308,839812,864714,889294,913979,938659,963412,988374,1013996,1040572,1068197,1096955,1126862,1158020,1190216,1223294,1257396,1292508,1328620,1365634,1403139,1440738,1478323,1516180,1555537,1596738,1639155,1682414,1726153,1770291,1814499,1858218,1901062,1942709,1982049,2018738,2052991,2085291,2116712,2148060,2178888,2209164,2239874,2270502,2299273,2326763,2354169,2380554,2406364,2432274,2457278,2480836,2503744,2525255,2543508,2557639,2569726,2582392
Caribbean small states,CSS,"Population, female",SP.POP.TOTL.FE.IN,875199,892594,910809,930012,948881,967860,987413,1007307,1027442,1047560,1065583,1081195,1093060,1101259,1108648,1115716,1122578,1128934,1134604,1139698,1145590,1152243,1158846,1165675,1172574,1179621,1186595,1192761,1198870,1205104,1210016,1216386,1226048,1235944,1246310,1258656,1271850,1285066,1298189,1311064,1323266,1335158,1347362,1359990,1371986,1382767,1393705,1404985,1416199,1427269,1437454,1446867,1458224,1472126,1486130,1499650,1512763,1525474,1544164,1559918,1569561,1580576,1591451,1602703
